,type,primary_title,original_title,premiered,runtime_minutes,genres,rating,votes
372822,tvSeries,Rest in Prem,Rest in Prem,2020.0,,"Comedy,Drama,Horror",8.2,120
372868,tvSeries,Harmony and Horror,Harmony and Horror,2019.0,,"Animation,Horror,Mystery",8.4,23
372936,tvSeries,Aftershow de Predj,Aftershow de Predj,2020.0,30.0,"Comedy,Documentary,Horror",6.7,7
373087,tvSeries,Happiness,Haepiniseu,2021.0,65.0,"Action,Fantasy,Horror",7.8,5183
373158,tvSeries,Bleeder,Bleeder,2009.0,10.0,"Crime,Horror",8.1,21
373186,tvSeries,Evil Deeds,Evil Deeds,2021.0,,"Horror,Thriller",7.1,7
373193,tvSeries,Herobrine - O Retorno,Herobrine - O Retorno,2015.0,,"Drama,Horror",9.4,28
373350,tvSeries,Ti Parat Aaliye,Ti Parat Aaliye,2021.0,,Horror,7.6,62
373495,tvSeries,The Mystic River,The Mystic River,2021.0,40.0,Horror,5.8,5
373545,tvSeries,Supermax,Supermax,2016.0,45.0,"Action,Horror,Mystery",6.1,315
373600,tvSeries,Woody's Video Diary,Woody's Video Diary,2015.0,3.0,"Adventure,Comedy,Horror",8.7,20
373711,tvSeries,The Walking Dead,The Walking Dead,2010.0,44.0,"Drama,Horror,Thriller",8.2,960528
373790,tvSeries,The Walking Dead: Hexagone,The Walking Dead: Hexagone,2021.0,50.0,"Drama,Horror",8.7,15
373841,tvSeries,Winchester,Winchester,2021.0,41.0,"Drama,Horror,Mystery",6.7,30
374036,tvSeries,Kagat ng dilim,Kagat ng dilim,2020.0,,Horror,5.8,6
374054,tvSeries,Khelaa Ssuru,Khelaa Ssuru,2021.0,,"Fantasy,Horror",7.9,44
374059,tvSeries,FX's American Horror Story: 1984 After Show,FX's American Horror Story: 1984 After Show,2019.0,,Horror,7.6,35
374098,tvSeries,Count Vrolok,Conde Vrolok,2009.0,40.0,"Horror,Mystery,Thriller",6.5,47
374142,tvSeries,Mary Shelley's Frankenhole,Mary Shelley's Frankenhole,2010.0,15.0,"Animation,Comedy,Horror",7.0,929
374320,tvSeries,The lost Bon Bon files 2,The lost Bon Bon files 2,2021.0,,"Drama,Horror",8.6,12
374368,tvSeries,"Elvira's 40th Anniversary, Very Scary, Very Special, Special","Elvira's 40th Anniversary, Very Scary, Very Special, Special",2021.0,366.0,"Comedy,Horror",8.3,105
374448,tvSeries,Ghost Town,Ghost Town,2009.0,,"Comedy,Horror",7.8,19
374721,tvSeries,Todd and the Book of Pure Evil,Todd and the Book of Pure Evil,2010.0,,"Comedy,Horror,Sci-Fi",8.2,3834
374876,tvSeries,Rotted Reviews,Rotted Reviews,2018.0,,Horror,3.9,9
374880,tvSeries,Eli Roth Presents: A Ghost Ruined My Life,Eli Roth Presents: A Ghost Ruined My Life,2021.0,,Horror,6.6,107
374951,tvSeries,Brivido giallo,Brivido giallo,1987.0,90.0,"Drama,Horror,Mystery",6.0,77
374960,tvSeries,Red Riding Hoods,Red Riding Hoods,2021.0,,"Action,Horror,Thriller",7.4,10
374968,tvSeries,True Nightmares: Tales of Terror,True Nightmares: Tales of Terror,2021.0,,"Documentary,Horror",7.1,15
374996,tvSeries,Kotodama-sô,Kotodama-sô,2021.0,,Horror,6.1,15
375085,tvSeries,Splatter,Splatter,2009.0,29.0,"Comedy,Horror",3.1,627
375129,tvSeries,Behind the Monsters,Behind the Monsters,2021.0,40.0,"Documentary,Horror",7.6,168
375284,tvSeries,Ôkami kakushi,Ôkami kakushi,2010.0,,"Animation,Horror,Mystery",5.9,89
375345,tvSeries,Historietimen,Historietimen,2009.0,25.0,"Family,History,Horror",7.7,23
375412,tvSeries,Mariana,Mariana,2010.0,,"Drama,Horror",7.0,11
375431,tvSeries,Trenches,Trenches,2010.0,,"Action,Horror,Sci-Fi",7.5,44
375453,tvSeries,Brain Burrow: Digging Deep into Psychology and Horror,Brain Burrow: Digging Deep into Psychology and Horror,2021.0,,Horror,7.6,359
375471,tvSeries,Coffee Chat of Horrors,Coffee Chat of Horrors,2021.0,,"Horror,Talk-Show",8.1,13
375502,tvSeries,Being Human,Being Human,2011.0,44.0,"Drama,Fantasy,Horror",7.5,25674
375526,tvSeries,Diary of Death,Diary of Death,2010.0,,"Horror,Music",4.4,11
375649,tvSeries,Ms. Vampy,Ms. Vampy,2009.0,5.0,"Comedy,Horror",7.4,549
375663,tvSeries,Na cloigne,Na cloigne,2010.0,112.0,"Drama,Horror,Mystery",8.2,8
375680,tvSeries,Fear News with the Last Girl,Fear News with the Last Girl,2009.0,4.0,Horror,7.4,13
375712,tvSeries,Kaidan Restaurant,Kaidan Resutoran,2009.0,,"Animation,Horror,Mystery",7.7,6
375715,tvSeries,The Horror Geek,The Horror Geek,2019.0,,"Comedy,Horror",9.1,8
375729,tvSeries,Dr. Jekyll and Mr. Hyde,Dr. Jekyll and Mr. Hyde,1956.0,30.0,"Drama,Horror",5.8,14
375783,tvSeries,Bumps in the Night,Bumps in the Night,2009.0,,"Comedy,Horror,Sci-Fi",6.1,10
375861,tvSeries,The Curse of Saree,Sinaeha Saree,2022.0,,"Action,Fantasy,Horror",9.2,18
376013,tvSeries,Den 2. side,Den 2. side,2010.0,,"Drama,Horror",6.9,74
376063,tvSeries,The Cellar Club,The Cellar Club,2021.0,,"Fantasy,Horror,Mystery",8.0,8
376100,tvSeries,Blippi's Treehouse,Blippi's Treehouse,2021.0,,"Family,Horror",7.2,20
376116,tvSeries,X-Zone,X-Zone,1998.0,45.0,"Crime,Drama,Horror",6.5,51
376201,tvSeries,Lovi,Lovi,2021.0,135.0,"Drama,Horror,Mystery",6.0,20
376226,tvSeries,The Visit,The Visit,2021.0,,Horror,7.5,91
376351,tvSeries,Semi-Dead,Semi-Dead,2009.0,,"Comedy,Horror,Sci-Fi",6.1,11
376361,tvSeries,Ghostfacers,Ghostfacers,2010.0,32.0,"Comedy,Horror,Short",7.4,334
376371,tvSeries,LA Sucks,LA Sucks,2009.0,77.0,"Comedy,Fantasy,Horror",7.2,16
376381,tvSeries,The Mandela Catalogue,The Mandela Catalogue,2021.0,,"Fantasy,Horror,Mystery",8.3,134
376414,tvSeries,Vamped Out,Vamped Out,2010.0,,"Comedy,Horror",7.6,66
376427,tvSeries,Zombie Bashers,Zombie Bashers,2010.0,,"Comedy,Horror",6.9,28
376450,tvSeries,Board James,Board James,2009.0,,"Comedy,Horror,Thriller",8.1,2293
376476,tvSeries,True Blood: Webisodes,A Drop of True Blood,2010.0,5.0,"Drama,Fantasy,Horror",8.0,629
376632,tvSeries,El cartel 2 - La guerra total,El cartel 2 - La guerra total,2010.0,,"Action,Crime,Horror",6.7,232
376854,tvSeries,Kaidan Horror Classics,Ayashiki bungô kaidan,2010.0,,Horror,5.9,54
376872,tvSeries,Suck and Moan,Suck and Moan,2010.0,7.0,"Comedy,Fantasy,Horror",7.7,45
376967,tvSeries,Zombie Roadkill,Zombie Roadkill,2010.0,,"Comedy,Horror,Short",6.7,196
377092,tvSeries,Viral,Viral,2020.0,,"Drama,Horror,Thriller",7.6,14
377150,tvSeries,Universal Dead,Universal Dead,2010.0,,"Horror,Sci-Fi",6.2,57
377186,tvSeries,Maltin on Movies,Maltin on Movies,2010.0,30.0,"Horror,News",6.6,37
377231,tvSeries,The Crazies,The Crazies,2010.0,,"Animation,Horror",6.5,32
377232,tvSeries,Throwing Stones,Throwing Stones,2011.0,,Horror,6.8,21
377245,tvSeries,This Movie Sucks!,This Movie Sucks!,2010.0,120.0,"Action,Comedy,Horror",7.9,254
377253,tvSeries,Craig and the Werewolf,Craig and the Werewolf,2009.0,,"Comedy,Horror",6.0,9
377304,tvSeries,Saturday Night Dead,Saturday Night Dead,1984.0,,"Comedy,Fantasy,Horror",8.1,41
377378,tvSeries,BlackBoxTV,BlackBoxTV,2010.0,5.0,"Horror,Mystery,Sci-Fi",7.1,238
377426,tvSeries,Elvira's Movie Macabre,Elvira's Movie Macabre,2010.0,120.0,Horror,8.5,454
377468,tvSeries,Ebert Presents: At the Movies,Ebert Presents: At the Movies,2010.0,27.0,"Horror,Talk-Show",7.2,346
377474,tvSeries,La Familia de al Lado,La Familia de al Lado,2010.0,30.0,"Crime,Drama,Horror",7.6,39
377534,tvSeries,Shades of Darkness,Shades of Darkness,1983.0,60.0,"Drama,Fantasy,Horror",7.8,305
377617,tvSeries,Detective Boomrah,Detective Boomrah,2022.0,,"Drama,Horror,Mystery",8.1,129
377622,tvSeries,The Hunger,The Hunger,2008.0,,"Drama,Horror",5.7,22
377816,tvSeries,Alguien Te Mira,Alguien Te Mira,2010.0,,"Crime,Horror,Thriller",7.5,170
377894,tvSeries,The Sandman,The Sandman,2022.0,45.0,"Drama,Fantasy,Horror",7.9,46820
377912,tvSeries,Ghoul Monster Ooz Time,Ghoul Monster Ooz Time,2021.0,,"Adventure,Comedy,Horror",10.0,5
377943,tvSeries,MKC: The Monster Killers Club,MKC: The Monster Killers Club,2010.0,,"Comedy,Horror",5.7,14
378225,tvSeries,GEMINI HOME ENTERTAINMENT,Gemini Home Entertainment,2019.0,,Horror,8.7,51
378319,tvSeries,Bite Me,Bite Me,2010.0,,"Comedy,Horror",7.6,611
378500,tvSeries,The Last Doorway Show with Miss Misery,The Last Doorway Show with Miss Misery,2007.0,30.0,"Comedy,Horror,Sci-Fi",7.0,10
378526,tvSeries,Catholic Cheerleaders for Satan,Catholic Cheerleaders for Satan,2011.0,,Horror,5.9,13
378707,tvSeries,8.13,8.13,2010.0,81.0,"Action,Drama,Horror",6.2,62
378752,tvSeries,Bedlam,Bedlam,2011.0,45.0,"Drama,Horror,Mystery",6.4,2343
378916,tvSeries,The Locals,The Locals,2013.0,69.0,"Comedy,Horror",8.1,19
378945,tvSeries,Ghost Chicks,Ghost Chicks,2010.0,,"Horror,Mystery,Reality-TV",6.0,15
378957,tvSeries,Salad Fingers,Salad Fingers,2004.0,,"Animation,Fantasy,Horror",8.1,2664
378972,tvSeries,Zomblogalypse,Zomblogalypse,2008.0,,"Comedy,Horror",7.5,73
379035,tvSeries,This Week in Horror,This Week in Horror,2010.0,60.0,"Horror,Talk-Show",6.6,31
379085,tvSeries,Death Valley,Death Valley,2011.0,22.0,"Comedy,Horror",7.7,5460
379138,tvSeries,Count Jeff,Count Jeff,2011.0,12.0,"Comedy,Horror",7.3,11
379141,tvSeries,The Secret Circle,The Secret Circle,2011.0,45.0,"Drama,Fantasy,Horror",7.3,47414
379270,tvSeries,American Horror Story,American Horror Story,2011.0,60.0,"Drama,Horror,Sci-Fi",8.0,310792
379315,tvSeries,Vampira,Vampira,1956.0,,"Comedy,Horror,Mystery",8.4,55
379319,tvSeries,Female Vampires Online,FemVamp.Com,2011.0,,Horror,5.8,27
379341,tvSeries,The Witching Hour,The Witching Hour,2010.0,28.0,Horror,7.4,6
379437,tvSeries,Beyond the Veil,Beyond the Veil,2022.0,23.0,"Drama,Horror,Sci-Fi",6.7,17
379482,tvSeries,Gary's Garden,Gary's Garden,2011.0,,"Action,Comedy,Horror",7.1,20
379505,tvSeries,Ghostbreakers,Ghostbreakers,2011.0,,"Action,Comedy,Horror",8.3,43
379563,tvSeries,El Porvenir,El Porvenir,2011.0,10.0,"Crime,Drama,Horror",6.8,12
379611,tvSeries,Las Tundas of the Valley,Las Tundas of the Valley,2010.0,,"Drama,Horror,Thriller",5.3,16
379691,tvSeries,Ragged Isle,Ragged Isle,2011.0,,"Horror,Mystery,Thriller",8.4,48
379707,tvSeries,Goodbye Light,Goodbye Light,2011.0,88.0,Horror,8.3,8
379717,tvSeries,Bampirella,Bampirella,2011.0,,"Comedy,Horror",6.9,20
379731,tvSeries,Paranormal Witness,Paranormal Witness,2011.0,60.0,"Documentary,Horror,Mystery",7.7,2654
379768,tvSeries,Welcome Home,Menawara Be Ahlaha,2022.0,,"Crime,Horror,Mystery",7.1,123
379885,tvSeries,Marble Hornets,Marble Hornets,2009.0,217.0,"Horror,Mystery,Thriller",8.1,1545
379893,tvSeries,La viuda joven,La viuda joven,2011.0,,"Crime,Drama,Horror",8.6,86
380064,tvSeries,Sventoonie,Sventoonie,2022.0,30.0,"Comedy,Horror",5.9,154
380112,tvSeries,Friday the 13th: The Obsession,Friday the 13th: The Obsession,2011.0,,Horror,6.2,22
380118,tvSeries,Super Scary Horror Theater,Super Scary Horror Theater,2011.0,,"Comedy,Drama,Horror",6.3,9
380157,tvSeries,31,31,2011.0,17.0,Horror,7.5,41
380170,tvSeries,Midnite Mausoleum,Midnite Mausoleum,2009.0,,"Comedy,Horror",7.5,21
380295,tvSeries,Zombiewood Pines,Zombiewood Pines,2010.0,,"Comedy,Horror",4.4,7
380328,tvSeries,Lost Trailer Park: Never Coming Attractions,Lost Trailer Park: Never Coming Attractions,2010.0,,"Comedy,Horror",6.6,13
380361,tvSeries,Spooky Month,Spooky Month,2018.0,,"Animation,Comedy,Horror",9.6,6
380406,tvSeries,ONE,ONE,2020.0,,"Animation,Drama,Horror",9.0,12
380417,tvSeries,Prayer beads,Prayer beads,2004.0,270.0,Horror,6.4,61
380469,tvSeries,"Ms. Vampy's Tween Tawk, Teen Tawk & In Between Tawk","Ms. Vampy's Tween Tawk, Teen Tawk & In Between Tawk",2011.0,107.0,"Comedy,Family,Horror",7.5,458
380490,tvSeries,Trapped!,Trapped!,2007.0,30.0,"Adventure,Game-Show,Horror",7.0,222
380517,tvSeries,Témpano,Témpano,2011.0,30.0,"Crime,Drama,Horror",7.4,21
380527,tvSeries,El Laberinto de Alicia,El Laberinto de Alicia,2011.0,,"Crime,Drama,Horror",7.7,47
380577,tvSeries,Alakdana,Alakdana,2011.0,25.0,"Drama,Fantasy,Horror",5.7,47
380638,tvSeries,Theatre Macabre,Theatre Macabre,1971.0,25.0,"Drama,Fantasy,Horror",5.9,35
380675,tvSeries,Creeps Creature-Feature,Creeps Creature-Feature,2011.0,30.0,"Horror,Mystery,Sci-Fi",8.3,8
380820,tvSeries,Hell Girl,Jigoku shôjo,2006.0,360.0,"Drama,Fantasy,Horror",7.5,234
381050,tvSeries,Al Maddah 2: Ostorat Al Wady,Al Maddah 2: Ostorat Al Wady,2022.0,,Horror,7.2,17
381094,tvSeries,Chopper,Chopper,2011.0,,Horror,7.3,22
381162,tvSeries,Viva Berlin!,Viva Berlin!,2011.0,25.0,Horror,7.7,135
381168,tvSeries,Sssshh... Phir Koi Hai (Tritiya),Sssshh... Phir Koi Hai (Tritiya),2010.0,,Horror,7.8,97
381210,tvSeries,Star One Horror Nights,Star One Horror Nights,2010.0,40.0,Horror,7.5,11
381270,tvSeries,The Dead Files,The Dead Files,2011.0,60.0,"Comedy,Horror,Reality-TV",6.6,2502
381289,tvSeries,Welshy Reviews,Welshy Reviews,2011.0,,"Comedy,Horror",7.8,75
381290,tvSeries,Inside,Inside,2011.0,,"Horror,Thriller",7.9,62
381293,tvSeries,Dark Matters: Twisted But True,Dark Matters: Twisted But True,2011.0,30.0,"Documentary,Horror,Sci-Fi",7.9,888
381294,tvSeries,Holliston,Holliston,2012.0,22.0,"Comedy,Horror,Romance",7.2,927
381305,tvSeries,Ssshhhh... Phir Koi Hai,Ssshhhh... Phir Koi Hai,2006.0,,Horror,6.8,433
381317,tvSeries,Shiki,Shiki,2010.0,24.0,"Animation,Drama,Horror",7.6,3381
381320,tvSeries,Yôkai ningen Bem,Yôkai ningen Bem,2011.0,,"Adventure,Fantasy,Horror",7.4,98
381340,tvSeries,Merkwürdige Geschichten,Merkwürdige Geschichten,1970.0,,Horror,6.7,21
381369,tvSeries,The Walking Dead: Webisodes,The Walking Dead: Webisodes,2011.0,15.0,"Drama,Horror,Sci-Fi",7.7,4864
381465,tvSeries,Aula de castigo,Aula de castigo,2014.0,10.0,"Horror,Mystery",7.0,14
381471,tvSeries,Nite Owl Theatre Starring Fritz the Nite Owl,Nite Owl Theatre Starring Fritz the Nite Owl,2010.0,120.0,"Drama,Fantasy,Horror",8.7,23
381476,tvSeries,Deadman,Deadman,2012.0,,Horror,7.5,26
381519,tvSeries,The Dead Hour,The Dead Hour,2010.0,,"Horror,Thriller",7.9,18
381539,tvSeries,El Bayt Bayti,El Bayt Bayti,2022.0,35.0,"Comedy,Horror",7.8,347
381740,tvSeries,Dog Soldiers: Legacy,Dog Soldiers: Legacy,2011.0,,Horror,6.0,42
381759,tvSeries,Stiffs,Stiffs,2011.0,,"Comedy,Horror",5.6,23
381817,tvSeries,N.Y.P.D.M.,N.Y.P.D.M.,2011.0,,"Drama,Horror,Mystery",8.1,12
381841,tvSeries,The Following,The Following,2013.0,43.0,"Crime,Drama,Horror",7.4,87743
381843,tvSeries,Den Sista Dokusåpan,Den Sista Dokusåpan,2012.0,,"Comedy,Horror",6.8,114
381853,tvSeries,Bloody Cuts,Bloody Cuts,2011.0,,"Drama,Horror,Mystery",8.1,28
381876,tvSeries,Sam and Colby: The Attachment,Sam and Colby: The Attachment,2022.0,,Horror,9.2,6
381899,tvSeries,Proxy,Proxy,2011.0,7.0,"Horror,Thriller",7.2,7
381989,tvSeries,The Basement of Baron Morbid,The Basement of Baron Morbid,2009.0,,"Comedy,Fantasy,Horror",8.4,5
382055,tvSeries,Kyôso no musume,Kyôso no musume,2022.0,,Horror,6.3,6
382060,tvSeries,The Backrooms,The Backrooms,2022.0,6.0,Horror,8.8,42
382068,tvSeries,Damned,Damned,2011.0,13.0,"Action,Drama,Horror",7.7,10
382079,tvSeries,Night Terrors,Night Terrors,2011.0,,"Horror,Thriller",8.7,6
382081,tvSeries,Su Nombre es Joaquín,Su Nombre es Joaquín,2011.0,60.0,"Drama,Horror,Mystery",5.1,16
382101,tvSeries,We're Alive,We're Alive,2009.0,,"Drama,Horror",9.3,859
382215,tvSeries,The New Uncle Gregory Horror Hour,The New Uncle Gregory Horror Hour,2011.0,,"Comedy,Horror,Mystery",8.1,25
382238,tvSeries,Dauinger,Dauinger,2012.0,25.0,"Drama,Horror",7.4,27
382247,tvSeries,Divine: The Series,Divine: The Series,2011.0,10.0,"Action,Horror,Sci-Fi",7.0,314
382264,tvSeries,They Live Among Us,They Live Among Us,2011.0,,"Crime,Fantasy,Horror",8.8,23
382306,tvSeries,"The Heart, She Holler","The Heart, She Holler",2011.0,11.0,"Comedy,Horror",6.5,1323
382343,tvSeries,The Funny Man,The Funny Man,2011.0,50.0,Horror,6.0,30
382443,tvSeries,Scary Tales,Scary Tales,2011.0,,"Fantasy,Horror",7.7,68
382472,tvSeries,Horror Kung-Fu Theatre,Horror Kung-Fu Theatre,1990.0,120.0,"Comedy,Horror,Mystery",7.1,27
382607,tvSeries,Vampire: The Masquerade: N.Y. By Night,Vampire: The Masquerade: N.Y. By Night,2022.0,137.0,Horror,8.6,5
382638,tvSeries,Resident Evil: First Hour,Resident Evil: First Hour,2011.0,,Horror,6.9,92
382769,tvSeries,Bite Size Halloween,Bite Size Halloween,2018.0,,Horror,6.0,5
382855,tvSeries,Darmangar,Darmangar,2020.0,,Horror,4.7,7
382889,tvSeries,The 'S' State,The 'S' State,2012.0,,"Comedy,Drama,Horror",8.0,13
382933,tvSeries,Heresia,Heresia,2012.0,,"Horror,Mystery,Thriller",8.2,5
383074,tvSeries,Chronicles of the Dead,Chronicles of the Dead,2012.0,,"Horror,Sci-Fi",6.3,42
383075,tvSeries,Coma,Coma,2006.0,,Horror,6.9,59
383182,tvSeries,Romane Robb's Frightville,Romane Robb's Frightville,2012.0,,Horror,9.2,5
383217,tvSeries,Another,Anazâ,2012.0,300.0,"Animation,Drama,Horror",7.5,14777
383255,tvSeries,Ward 18,Ward 18,2012.0,,"Horror,Thriller",6.9,19
383260,tvSeries,Bloody Breasts,Bloody Breasts,2011.0,,Horror,7.9,21
383273,tvSeries,Area 49,Area 49,2012.0,,"Action,Comedy,Horror",5.4,12
383377,tvSeries,Bates Motel,Bates Motel,2013.0,45.0,"Drama,Horror,Mystery",8.1,106612
383418,tvSeries,Il était une fois: Les Derniers de classe,Il était une fois: Les Derniers de classe,2010.0,,"Comedy,Horror,Short",5.6,12
383447,tvSeries,Beauty and the Beast,Beauty and the Beast,2012.0,60.0,"Drama,Horror,Romance",7.0,36783
383448,tvSeries,Cult,Cult,2013.0,60.0,"Drama,Horror,Mystery",6.0,4504
383464,tvSeries,Hagan Reviews,Hagan Reviews,2011.0,,"Comedy,Horror",6.3,72
383498,tvSeries,666 Park Avenue,666 Park Avenue,2012.0,60.0,"Drama,Fantasy,Horror",6.8,17965
383499,tvSeries,Der phantastische Film,Der phantastische Film,1970.0,1.0,"Animation,Horror",7.5,19
383513,tvSeries,Inside Horror,Inside Horror,2012.0,45.0,Horror,7.0,17
383536,tvSeries,Watch with Mother,Watch with Mother,2012.0,,Horror,6.8,12
383568,tvSeries,Interference,Interference,1985.0,,Horror,6.4,7
383626,tvSeries,Planet Houston,Planet Houston,2012.0,,"Animation,Comedy,Horror",7.8,15
383662,tvSeries,Undead Noise,Undead Noise,2012.0,60.0,Horror,3.5,50
383695,tvSeries,Reserva de familia,Reserva de familia,2012.0,30.0,"Crime,Drama,Horror",7.3,14
383768,tvSeries,La mujer de Judas,La mujer de Judas,2012.0,44.0,"Horror,Thriller",7.5,42
383831,tvSeries,13 Witches,13 Witches,2012.0,,"Drama,Fantasy,Horror",8.6,468
383836,tvSeries,CollegeHumor Originals,CollegeHumor Originals,2006.0,,"Comedy,Horror",7.6,1465
383855,tvSeries,Z.E.R.O.,Z.E.R.O.,2012.0,22.0,"Action,Comedy,Horror",4.9,15
383914,tvSeries,Hannibal,Hannibal,2013.0,44.0,"Crime,Drama,Horror",8.5,251558
383940,tvSeries,Resist666,Resist666,2012.0,24.0,"Action,Horror,Sci-Fi",8.2,135
384019,tvSeries,The Sleaze Box,The Sleaze Box,2012.0,10.0,"Horror,Sci-Fi,Talk-Show",8.0,9
384061,tvSeries,Scary Tales,Scary Tales,2012.0,,"Comedy,Horror,Short",8.5,34
384079,tvSeries,Fear Files: Darr Ki Sachchi Tasveerein,Fear Files: Darr Ki Sachchi Tasveerein,2012.0,,Horror,6.5,91
384125,tvSeries,El Rostro de la Venganza,El Rostro de la Venganza,2012.0,,"Action,Crime,Horror",8.5,93
384136,tvSeries,A Cure for Dead,A Cure for Dead,2011.0,,"Action,Comedy,Horror",7.7,12
384178,tvSeries,Here There Be Monsters,Here There Be Monsters,2009.0,10.0,Horror,6.0,6
384179,tvSeries,Soul,Hon,2009.0,60.0,"Drama,Horror,Mystery",7.5,56
384199,tvSeries,Doctor Morbius' Movie Mausoleum,Doctor Morbius' Movie Mausoleum,2005.0,,"Comedy,Drama,Horror",8.5,9
384272,tvSeries,The Becquer's Guide,The Becquer's Guide,2012.0,,Horror,8.5,9
384274,tvSeries,Twisted Showcase,Twisted Showcase,2012.0,,Horror,8.6,15
384357,tvSeries,Witches of East End,Witches of East End,2013.0,60.0,"Drama,Fantasy,Horror",7.5,26130
384370,tvSeries,Cheerleaders vs. Redneck Zombies,Cheerleaders vs. Redneck Zombies,2012.0,5.0,Horror,5.7,17
384376,tvSeries,Off the Air,Off the Air,2011.0,11.0,"Animation,Comedy,Horror",8.5,935
384395,tvSeries,Aqui huele a Zombie,Aqui huele a Zombie,2012.0,,Horror,8.9,10
384476,tvSeries,Dracula,Dracula,2013.0,43.0,"Drama,Horror,Romance",7.3,29280
384585,tvSeries,Third Eye,Third Eye,2012.0,,"Drama,Fantasy,Horror",7.8,6
384605,tvSeries,Hemlock Grove,Hemlock Grove,2013.0,46.0,"Drama,Fantasy,Horror",7.0,40086
384657,tvSeries,Hell's Kitty,Hell's Kitty,2011.0,,"Comedy,Horror,Mystery",7.2,49
384682,tvSeries,Sex House,Sex House,2012.0,,"Comedy,Horror",8.3,374
384712,tvSeries,My Dad's Tapes,My Dad's Tapes,2011.0,,Horror,7.4,20
384878,tvSeries,Twisted Tales,Twisted Tales,2013.0,,Horror,5.2,96
384896,tvSeries,Psycho Hiker,Psycho Hiker,2018.0,,"Action,Drama,Horror",8.3,13
384977,tvSeries,Baron Von Ghoulstein's Movie Crypt,Baron Von Ghoulstein's Movie Crypt,2011.0,90.0,"Comedy,Horror,Sci-Fi",5.9,8
385102,tvSeries,Katarina's Nightmare Theater,Katarina's Nightmare Theater,2011.0,,"History,Horror,Sci-Fi",6.8,8
385108,tvSeries,Spirit Hunters-the Series,Spirit Hunters-The Series,2012.0,25.0,"Family,Horror,Mystery",9.0,36
385249,tvSeries,Bitten,Bitten,2014.0,44.0,"Drama,Fantasy,Horror",6.9,18197
385259,tvSeries,Help! I'm Alive,Help! I'm Alive,2012.0,22.0,"Drama,Horror,Sci-Fi",6.3,12
385448,tvSeries,Revelation Trail: Lillith's Story,Revelation Trail: Lillith's Story,2010.0,,"Drama,Horror,Western",8.6,7
385478,tvSeries,The Unknown,The Unknown,2012.0,,Horror,6.7,96
385571,tvSeries,Süvahavva,Süvahavva,2012.0,,"Drama,Horror,Mystery",7.8,38
385618,tvSeries,Project: Phoenix,Project: Phoenix,2012.0,,"Horror,Short",7.3,36
385730,tvSeries,La reine rouge,La reine rouge,2011.0,114.0,"Crime,Drama,Horror",6.8,77
385751,tvSeries,Cursed,Cursed,2012.0,60.0,"Documentary,Horror,Sci-Fi",5.0,232
385754,tvSeries,Gabriel Cushing Versus the Zombie Vampires,Gabriel Cushing Versus the Zombie Vampires,2012.0,80.0,Horror,5.5,9
385773,tvSeries,How to Survive a Horror Film,How to Survive a Horror Film,2011.0,2.0,"Comedy,Horror,News",5.2,7
385876,tvSeries,"Damien Shadows, PI: Webisodes","Damien Shadows, PI: Webisodes",2012.0,16.0,"Comedy,Horror,Short",8.0,6
385911,tvSeries,Blood and Guts with Scott Ian,Blood and Guts with Scott Ian,2012.0,,"Biography,Comedy,Horror",8.2,28
386004,tvSeries,Killer Sisters' Midnight Hour,Killer Sisters' Midnight Hour,2012.0,60.0,"Comedy,Horror,News",7.1,12
386050,tvSeries,Dead Crossroads,Dead Crossroads,2012.0,180.0,"Horror,Mystery",8.2,335
386080,tvSeries,Saturday Suspense,Saturday Suspense,1997.0,,"Drama,Horror,Mystery",6.8,14
386125,tvSeries,In the Flesh,In the Flesh,2013.0,56.0,"Comedy,Drama,Horror",7.9,13314
386223,tvSeries,Spirits,Spirits,2012.0,15.0,Horror,8.2,22
386252,tvSeries,Doors of Fear - Abwab El Khouf,Doors of Fear - Abwab El Khouf,2011.0,,Horror,7.9,360
386290,tvSeries,Room 9,Room 9,2012.0,,"Crime,Drama,Horror",6.3,18
386297,tvSeries,The Returned,Les revenants,2012.0,52.0,"Drama,Fantasy,Horror",8.1,20451
386392,tvSeries,The Deadly Ernest Horror Show,The Deadly Ernest Horror Show,1985.0,,"Comedy,Drama,Horror",7.3,12
386412,tvSeries,In Fear Of,In Fear Of,2012.0,15.0,"Comedy,Horror,Thriller",6.4,25
386490,tvSeries,Dnevniki Temnogo,Dnevniki Temnogo,2011.0,,Horror,3.9,7
386504,tvSeries,TribeTwelve,TribeTwelve,2010.0,21.0,Horror,7.3,204
386589,tvSeries,The Twilight Zone,The Twilight Zone,2019.0,60.0,"Drama,Fantasy,Horror",5.8,15787
386602,tvSeries,Scary Stories to Tell in the Dark,Scary Stories to Tell in the Dark,2012.0,,"Family,Horror",7.2,64
386759,tvSeries,Penny Dreadful,Penny Dreadful,2014.0,60.0,"Drama,Fantasy,Horror",8.2,121119
386784,tvSeries,The Originals,The Originals,2013.0,45.0,"Drama,Fantasy,Horror",8.3,133910
386902,tvSeries,The Strain,The Strain,2014.0,43.0,"Drama,Fantasy,Horror",7.3,80761
386960,tvSeries,Transylvania Television,Transylvania Television,2007.0,22.0,"Animation,Comedy,Horror",7.8,78
386973,tvSeries,Max's Midnight Movies,Max's Midnight Movies,2012.0,30.0,"Horror,Sci-Fi",9.0,31
